,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,Pday,Pmonth,Pyear,Phour,Dday,Dmonth,Dyear,Dhour,trip
164,2,1.8,11.0,1.0,0.0,15.3,yellow,credit card,East Village,West Village,Manhattan,Manhattan,6,3,2019,15,6,3,2019,15,ManhattanManhattan
165,1,2.13,12.0,0.0,0.0,15.8,yellow,cash,Meatpacking/West Village West,East Village,Manhattan,Manhattan,3,3,2019,21,3,3,2019,21,ManhattanManhattan
166,1,1.4,11.0,2.85,0.0,17.15,yellow,credit card,Gramercy,Flatiron,Manhattan,Manhattan,2,3,2019,12,2,3,2019,12,ManhattanManhattan
167,1,0.6,5.5,0.0,0.0,8.8,yellow,cash,Upper East Side North,Yorkville West,Manhattan,Manhattan,0,3,2019,14,0,3,2019,14,ManhattanManhattan
168,2,1.56,9.5,0.0,0.0,13.3,yellow,cash,Midtown Center,Murray Hill,Manhattan,Manhattan,3,3,2019,22,3,3,2019,22,ManhattanManhattan
169,6,0.95,6.0,2.32,0.0,11.62,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan,2,3,2019,12,2,3,2019,12,ManhattanManhattan
170,2,0.56,4.0,1.56,0.0,9.36,yellow,credit card,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan,3,3,2019,4,3,3,2019,4,ManhattanManhattan
171,1,1.0,6.5,0.0,0.0,10.8,yellow,cash,Little Italy/NoLiTa,Greenwich Village North,Manhattan,Manhattan,2,3,2019,19,2,3,2019,19,ManhattanManhattan
172,1,1.24,8.0,0.0,0.0,11.3,yellow,cash,Upper West Side South,Upper East Side North,Manhattan,Manhattan,4,3,2019,11,4,3,2019,11,ManhattanManhattan
173,6,2.16,9.5,3.32,0.0,16.62,yellow,credit card,Midtown East,East Village,Manhattan,Manhattan,1,3,2019,22,1,3,2019,22,ManhattanManhattan
174,1,9.97,28.5,0.0,0.0,29.8,yellow,credit card,Mott Haven/Port Morris,Riverdale/North Riverdale/Fieldston,Bronx,Bronx,0,3,2019,20,0,3,2019,21,BronxBronx
175,1,1.1,5.5,1.86,0.0,11.16,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan,0,3,2019,20,0,3,2019,20,ManhattanManhattan
176,1,0.44,3.5,1.11,0.0,8.91,yellow,credit card,East Village,Gramercy,Manhattan,Manhattan,1,3,2019,17,1,3,2019,18,ManhattanManhattan
177,1,5.19,17.5,4.0,0.0,25.8,yellow,credit card,Financial District North,Murray Hill,Manhattan,Manhattan,4,3,2019,19,4,3,2019,19,ManhattanManhattan
179,1,0.84,6.0,0.0,0.0,9.3,yellow,cash,Upper West Side South,Lincoln Square West,Manhattan,Manhattan,4,3,2019,10,4,3,2019,10,ManhattanManhattan
180,5,0.93,5.5,1.86,0.0,11.16,yellow,credit card,East Village,Lower East Side,Manhattan,Manhattan,4,3,2019,0,4,3,2019,0,ManhattanManhattan
181,2,0.71,6.0,0.0,0.0,9.3,yellow,cash,Midtown East,Murray Hill,Manhattan,Manhattan,4,3,2019,9,4,3,2019,9,ManhattanManhattan
182,1,6.08,24.0,0.0,0.0,27.8,yellow,cash,Midtown South,Steinway,Manhattan,Queens,3,3,2019,0,3,3,2019,0,ManhattanQueens
183,1,1.09,6.0,1.96,0.0,11.76,yellow,credit card,East Village,Gramercy,Manhattan,Manhattan,0,3,2019,20,0,3,2019,20,ManhattanManhattan
184,1,1.9,10.5,0.0,0.0,13.8,yellow,cash,Sutton Place/Turtle Bay North,Midtown South,Manhattan,Manhattan,1,3,2019,12,1,3,2019,13,ManhattanManhattan
185,1,1.8,11.5,0.0,0.0,14.8,yellow,cash,Penn Station/Madison Sq West,Lincoln Square West,Manhattan,Manhattan,2,3,2019,8,2,3,2019,8,ManhattanManhattan
186,1,1.5,6.5,2.7,0.0,13.5,yellow,credit card,Midtown East,Yorkville West,Manhattan,Manhattan,3,3,2019,19,3,3,2019,19,ManhattanManhattan
187,2,2.17,10.0,0.0,0.0,13.8,yellow,cash,Little Italy/NoLiTa,Stuy Town/Peter Cooper Village,Manhattan,Manhattan,6,3,2019,0,6,3,2019,0,ManhattanManhattan
188,1,18.41,52.0,0.02,5.76,61.08,yellow,credit card,JFK Airport,Midtown Center,Queens,Manhattan,1,3,2019,15,1,3,2019,15,QueensManhattan
189,4,2.0,10.0,2.75,0.0,16.55,yellow,credit card,East Village,East Chelsea,Manhattan,Manhattan,6,3,2019,0,6,3,2019,1,ManhattanManhattan
190,1,1.2,6.5,1.95,0.0,11.75,yellow,credit card,Hudson Sq,Greenwich Village North,Manhattan,Manhattan,5,3,2019,9,5,3,2019,9,ManhattanManhattan
191,1,1.46,6.5,1.96,0.0,11.76,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan,6,3,2019,14,6,3,2019,14,ManhattanManhattan
192,1,14.1,39.5,6.0,0.0,46.3,yellow,credit card,JFK Airport,Astoria,Queens,Queens,1,3,2019,9,1,3,2019,10,QueensQueens
193,1,14.3,40.0,0.0,0.0,41.3,yellow,cash,JFK Airport,Sheepshead Bay,Queens,Brooklyn,0,3,2019,21,0,3,2019,21,QueensBrooklyn
194,1,0.66,4.5,0.0,0.0,7.8,yellow,cash,Garment District,Murray Hill,Manhattan,Manhattan,6,3,2019,6,6,3,2019,6,ManhattanManhattan
195,1,3.13,11.5,3.16,0.0,18.96,yellow,credit card,Lenox Hill East,East Harlem South,Manhattan,Manhattan,2,3,2019,18,2,3,2019,19,ManhattanManhattan
196,1,6.5,23.5,0.0,5.76,32.56,yellow,cash,Times Sq/Theatre District,Williamsburg (North Side),Manhattan,Brooklyn,1,3,2019,14,1,3,2019,15,ManhattanBrooklyn
197,1,1.3,6.5,2.45,0.0,12.25,yellow,credit card,Penn Station/Madison Sq West,Clinton West,Manhattan,Manhattan,1,3,2019,14,1,3,2019,14,ManhattanManhattan
198,1,0.2,3.0,0.0,0.0,7.3,yellow,cash,Greenwich Village North,Greenwich Village North,Manhattan,Manhattan,1,3,2019,16,1,3,2019,16,ManhattanManhattan
199,1,1.8,11.0,0.0,0.0,14.3,yellow,cash,West Chelsea/Hudson Yards,Times Sq/Theatre District,Manhattan,Manhattan,5,3,2019,13,5,3,2019,13,ManhattanManhattan
200,1,1.4,8.5,2.35,0.0,14.15,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan,3,3,2019,7,3,3,2019,8,ManhattanManhattan
201,1,1.1,9.0,0.0,0.0,12.3,yellow,cash,Sutton Place/Turtle Bay North,Times Sq/Theatre District,Manhattan,Manhattan,6,3,2019,14,6,3,2019,14,ManhattanManhattan
202,1,0.88,6.0,0.0,0.0,9.8,yellow,cash,Upper East Side South,Midtown Center,Manhattan,Manhattan,4,3,2019,21,4,3,2019,21,ManhattanManhattan
203,1,2.3,11.5,3.8,0.0,19.1,yellow,credit card,Times Sq/Theatre District,Upper West Side South,Manhattan,Manhattan,5,3,2019,22,5,3,2019,22,ManhattanManhattan
204,3,1.21,7.5,0.0,0.0,11.8,yellow,cash,Clinton West,Clinton East,Manhattan,Manhattan,0,3,2019,18,0,3,2019,18,ManhattanManhattan
205,5,0.47,3.5,0.0,0.0,6.8,yellow,credit card,Lenox Hill West,Yorkville West,Manhattan,Manhattan,4,3,2019,14,4,3,2019,14,ManhattanManhattan
206,1,1.6,8.5,2.35,0.0,14.15,yellow,credit card,Little Italy/NoLiTa,Flatiron,Manhattan,Manhattan,2,3,2019,9,2,3,2019,9,ManhattanManhattan
207,1,1.5,7.0,4.0,0.0,15.3,yellow,credit card,Manhattan Valley,Lincoln Square East,Manhattan,Manhattan,4,3,2019,18,4,3,2019,18,ManhattanManhattan
208,1,0.4,4.5,0.0,0.0,8.8,yellow,cash,Upper West Side South,Upper West Side North,Manhattan,Manhattan,3,3,2019,17,3,3,2019,17,ManhattanManhattan
209,1,1.1,7.5,1.0,0.0,12.3,yellow,credit card,SoHo,Lower East Side,Manhattan,Manhattan,5,3,2019,23,5,3,2019,23,ManhattanManhattan
210,1,2.27,9.5,0.0,0.0,12.8,yellow,cash,Gramercy,Midtown Center,Manhattan,Manhattan,2,3,2019,7,2,3,2019,7,ManhattanManhattan
211,1,0.6,4.5,0.0,0.0,8.3,yellow,credit card,Greenwich Village South,Greenwich Village North,Manhattan,Manhattan,5,3,2019,23,5,3,2019,23,ManhattanManhattan
212,1,0.9,7.0,2.16,0.0,12.96,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan,0,3,2019,21,0,3,2019,21,ManhattanManhattan
213,1,0.3,4.0,3.0,0.0,10.3,yellow,credit card,Greenwich Village South,East Village,Manhattan,Manhattan,5,3,2019,11,5,3,2019,11,ManhattanManhattan
214,1,2.75,12.5,0.0,0.0,13.8,yellow,cash,Stuyvesant Heights,Crown Heights North,Brooklyn,Brooklyn,4,3,2019,22,4,3,2019,22,BrooklynBrooklyn
215,1,0.6,4.5,1.06,0.0,6.36,yellow,credit card,Morningside Heights,Manhattan Valley,Manhattan,Manhattan,6,3,2019,10,6,3,2019,10,ManhattanManhattan
216,2,3.6,14.5,3.65,0.0,21.95,yellow,credit card,Sutton Place/Turtle Bay North,TriBeCa/Civic Center,Manhattan,Manhattan,1,3,2019,22,1,3,2019,22,ManhattanManhattan
217,6,1.16,6.0,0.0,0.0,9.8,yellow,cash,Upper West Side South,Upper West Side North,Manhattan,Manhattan,4,3,2019,22,4,3,2019,23,ManhattanManhattan
218,1,15.01,46.5,0.0,5.76,53.06,yellow,credit card,Lenox Hill East,Midwood,Manhattan,Brooklyn,2,3,2019,11,2,3,2019,11,ManhattanBrooklyn
219,1,1.4,7.0,2.25,0.0,13.55,yellow,credit card,Kips Bay,Alphabet City,Manhattan,Manhattan,4,3,2019,18,4,3,2019,18,ManhattanManhattan
220,2,3.69,16.0,0.0,0.0,19.8,yellow,cash,Lower East Side,Times Sq/Theatre District,Manhattan,Manhattan,2,3,2019,22,2,3,2019,22,ManhattanManhattan
221,1,8.81,27.5,7.31,5.76,43.87,yellow,credit card,LaGuardia Airport,Lenox Hill East,Queens,Manhattan,3,3,2019,12,3,3,2019,13,QueensManhattan
222,1,0.84,6.0,2.0,0.0,11.8,yellow,credit card,Upper East Side South,Sutton Place/Turtle Bay North,Manhattan,Manhattan,4,3,2019,21,4,3,2019,21,ManhattanManhattan
223,1,9.61,27.5,5.56,5.76,42.62,yellow,credit card,LaGuardia Airport,Lenox Hill East,Queens,Manhattan,2,3,2019,21,2,3,2019,22,QueensManhattan
224,1,0.4,4.0,0.0,0.0,7.8,yellow,cash,Upper East Side South,Lenox Hill East,Manhattan,Manhattan,1,3,2019,23,1,3,2019,23,ManhattanManhattan
225,2,12.07,48.5,11.51,5.76,69.07,yellow,credit card,Manhattan Valley,Boerum Hill,Manhattan,Brooklyn,4,3,2019,15,4,3,2019,16,ManhattanBrooklyn
226,1,1.31,7.5,0.0,0.0,11.3,yellow,cash,Garment District,Midtown East,Manhattan,Manhattan,4,3,2019,20,4,3,2019,20,ManhattanManhattan
227,1,3.79,19.5,4.56,0.0,29.31,yellow,credit card,Midtown Center,Lenox Hill East,Manhattan,Manhattan,3,3,2019,14,3,3,2019,14,ManhattanManhattan
228,1,9.9,28.0,7.51,5.76,45.07,yellow,credit card,LaGuardia Airport,Upper East Side South,Queens,Manhattan,6,3,2019,21,6,3,2019,21,QueensManhattan
229,1,1.86,8.0,2.36,0.0,14.16,yellow,credit card,Times Sq/Theatre District,Union Sq,Manhattan,Manhattan,1,3,2019,23,1,3,2019,23,ManhattanManhattan
230,2,0.66,7.0,1.94,0.0,12.74,yellow,credit card,East Village,East Village,Manhattan,Manhattan,6,3,2019,2,6,3,2019,2,ManhattanManhattan
231,1,0.62,7.5,2.16,0.0,12.96,yellow,credit card,Midtown Center,Midtown Center,Manhattan,Manhattan,0,3,2019,15,0,3,2019,15,ManhattanManhattan
232,1,0.7,4.5,0.0,0.0,7.8,yellow,cash,Yorkville West,Yorkville West,Manhattan,Manhattan,3,3,2019,11,3,3,2019,11,ManhattanManhattan
233,1,1.09,6.0,1.96,0.0,11.76,yellow,credit card,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan,3,3,2019,23,3,3,2019,23,ManhattanManhattan
234,1,1.1,6.5,1.54,0.0,11.84,yellow,credit card,Gramercy,West Village,Manhattan,Manhattan,2,3,2019,21,2,3,2019,22,ManhattanManhattan
235,1,4.82,19.5,4.66,0.0,27.96,yellow,credit card,Union Sq,Financial District South,Manhattan,Manhattan,2,3,2019,23,2,3,2019,23,ManhattanManhattan
236,1,3.3,15.5,2.96,0.0,22.76,yellow,credit card,Upper East Side South,Gramercy,Manhattan,Manhattan,4,3,2019,19,4,3,2019,19,ManhattanManhattan
237,1,1.0,8.5,0.0,0.0,11.8,yellow,cash,Clinton East,Garment District,Manhattan,Manhattan,1,3,2019,12,1,3,2019,12,ManhattanManhattan
238,1,1.5,6.5,2.55,0.0,12.85,yellow,credit card,SoHo,Flatiron,Manhattan,Manhattan,5,3,2019,1,5,3,2019,1,ManhattanManhattan
239,2,1.0,7.5,2.15,0.0,12.95,yellow,credit card,Midtown South,Midtown North,Manhattan,Manhattan,3,3,2019,8,3,3,2019,9,ManhattanManhattan
240,1,10.1,32.0,5.5,5.76,47.06,yellow,credit card,LaGuardia Airport,Times Sq/Theatre District,Queens,Manhattan,2,3,2019,20,2,3,2019,20,QueensManhattan
241,1,1.23,6.5,2.45,0.0,12.25,yellow,credit card,Manhattan Valley,Upper West Side North,Manhattan,Manhattan,4,3,2019,13,4,3,2019,13,ManhattanManhattan
242,4,1.1,5.5,0.44,0.0,9.24,yellow,credit card,Lenox Hill West,Yorkville East,Manhattan,Manhattan,6,3,2019,12,6,3,2019,12,ManhattanManhattan
243,2,0.5,4.5,1.05,0.0,6.35,yellow,credit card,East Harlem North,East Harlem North,Manhattan,Manhattan,4,3,2019,12,4,3,2019,12,ManhattanManhattan
244,1,0.75,5.5,1.5,0.0,10.3,yellow,credit card,Lincoln Square East,Midtown North,Manhattan,Manhattan,4,3,2019,10,4,3,2019,10,ManhattanManhattan
245,1,2.62,12.0,3.06,0.0,18.36,yellow,credit card,Midtown Center,East Village,Manhattan,Manhattan,6,3,2019,18,6,3,2019,18,ManhattanManhattan
246,1,1.65,11.5,3.95,0.0,19.75,yellow,credit card,UN/Turtle Bay South,Penn Station/Madison Sq West,Manhattan,Manhattan,3,3,2019,19,3,3,2019,19,ManhattanManhattan
247,1,2.75,13.0,3.46,0.0,20.76,yellow,credit card,Yorkville West,Lincoln Square East,Manhattan,Manhattan,3,3,2019,18,3,3,2019,19,ManhattanManhattan
248,1,2.32,12.0,0.0,0.0,15.8,yellow,cash,Little Italy/NoLiTa,Midtown South,Manhattan,Manhattan,5,3,2019,23,5,3,2019,23,ManhattanManhattan
249,6,1.44,6.5,3.09,0.0,13.39,yellow,credit card,West Village,Midtown South,Manhattan,Manhattan,6,3,2019,1,6,3,2019,1,ManhattanManhattan
250,2,16.74,52.0,15.26,5.76,76.32,yellow,credit card,East Chelsea,JFK Airport,Manhattan,Queens,3,3,2019,10,3,3,2019,10,ManhattanQueens
251,6,1.7,10.5,2.75,0.0,16.55,yellow,credit card,Midtown Center,Union Sq,Manhattan,Manhattan,3,3,2019,13,3,3,2019,13,ManhattanManhattan
252,1,1.46,8.5,1.0,0.0,13.3,yellow,credit card,Lower East Side,Union Sq,Manhattan,Manhattan,5,3,2019,2,5,3,2019,2,ManhattanManhattan
253,5,1.78,9.5,2.56,0.0,15.36,yellow,credit card,Upper West Side South,Lenox Hill West,Manhattan,Manhattan,6,3,2019,13,6,3,2019,13,ManhattanManhattan
254,1,2.7,13.5,0.0,0.0,16.8,yellow,cash,Bloomingdale,Lincoln Square East,Manhattan,Manhattan,5,3,2019,12,5,3,2019,12,ManhattanManhattan
255,1,0.5,4.0,2.15,0.0,9.45,yellow,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan,1,3,2019,7,1,3,2019,7,ManhattanManhattan
256,2,2.77,12.0,1.0,0.0,16.8,yellow,credit card,Lower East Side,Flatiron,Manhattan,Manhattan,4,3,2019,1,4,3,2019,1,ManhattanManhattan
257,1,1.13,7.0,1.7,0.0,13.0,yellow,credit card,Lenox Hill West,Midtown Center,Manhattan,Manhattan,0,3,2019,18,0,3,2019,18,ManhattanManhattan
258,2,0.9,5.5,0.0,0.0,9.3,yellow,cash,Times Sq/Theatre District,Midtown North,Manhattan,Manhattan,6,3,2019,20,6,3,2019,20,ManhattanManhattan
259,6,5.53,17.5,2.5,0.0,23.8,yellow,credit card,Chinatown,Yorkville West,Manhattan,Manhattan,2,3,2019,3,2,3,2019,3,ManhattanManhattan
260,1,1.06,7.0,1.08,0.0,11.88,yellow,credit card,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan,1,3,2019,22,1,3,2019,22,ManhattanManhattan
261,1,0.8,5.5,0.0,0.0,9.8,yellow,cash,Garment District,Union Sq,Manhattan,Manhattan,3,3,2019,16,3,3,2019,16,ManhattanManhattan
262,2,1.35,7.5,1.0,0.0,11.8,yellow,credit card,Union Sq,West Chelsea/Hudson Yards,Manhattan,Manhattan,6,3,2019,14,6,3,2019,14,ManhattanManhattan
263,1,0.85,6.0,1.96,0.0,11.76,yellow,credit card,Greenwich Village South,East Village,Manhattan,Manhattan,3,3,2019,2,3,3,2019,2,ManhattanManhattan
264,1,1.47,6.5,2.45,0.0,12.25,yellow,credit card,Lenox Hill East,East Harlem South,Manhattan,Manhattan,3,3,2019,10,3,3,2019,10,ManhattanManhattan
265,1,0.77,6.0,1.2,0.0,11.0,yellow,credit card,East Village,Little Italy/NoLiTa,Manhattan,Manhattan,6,3,2019,20,6,3,2019,20,ManhattanManhattan
266,2,4.4,17.5,3.76,0.0,22.56,yellow,credit card,Fort Greene,Cypress Hills,Brooklyn,Brooklyn,1,3,2019,21,1,3,2019,22,BrooklynBrooklyn
267,1,9.39,29.5,0.0,0.0,33.3,yellow,cash,Garment District,Park Slope,Manhattan,Brooklyn,2,3,2019,0,2,3,2019,0,ManhattanBrooklyn
268,1,1.3,6.0,0.0,0.0,9.3,yellow,cash,Clinton West,Lincoln Square West,Manhattan,Manhattan,6,3,2019,11,6,3,2019,11,ManhattanManhattan
269,2,7.8,28.0,6.35,0.0,38.15,yellow,credit card,Greenwich Village North,Central Harlem,Manhattan,Manhattan,6,3,2019,21,6,3,2019,22,ManhattanManhattan
270,1,10.82,36.0,7.96,0.0,47.76,yellow,credit card,Gramercy,Washington Heights South,Manhattan,Manhattan,5,3,2019,2,5,3,2019,3,ManhattanManhattan
271,1,1.33,8.5,2.56,0.0,15.36,yellow,credit card,Midtown North,Lincoln Square West,Manhattan,Manhattan,0,3,2019,19,0,3,2019,19,ManhattanManhattan
272,4,3.03,23.0,5.26,0.0,31.56,yellow,credit card,Central Park,Greenwich Village North,Manhattan,Manhattan,2,3,2019,14,2,3,2019,15,ManhattanManhattan
273,1,13.4,38.5,0.0,0.0,39.3,yellow,cash,JFK Airport,North Corona,Queens,Queens,4,3,2019,9,4,3,2019,10,QueensQueens
274,1,2.24,9.0,3.2,0.0,16.0,yellow,credit card,TriBeCa/Civic Center,Flatiron,Manhattan,Manhattan,1,3,2019,23,2,3,2019,0,ManhattanManhattan
275,1,0.74,5.0,1.66,0.0,9.96,yellow,credit card,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan,5,3,2019,10,5,3,2019,10,ManhattanManhattan
276,1,4.91,17.5,4.26,0.0,25.56,yellow,credit card,East Village,Greenpoint,Manhattan,Brooklyn,2,3,2019,23,2,3,2019,23,ManhattanBrooklyn
277,1,1.24,8.0,3.69,0.0,15.99,yellow,credit card,Midtown Center,Upper East Side South,Manhattan,Manhattan,3,3,2019,19,3,3,2019,20,ManhattanManhattan
279,1,2.1,12.0,3.25,0.0,19.55,yellow,credit card,Midtown Center,Kips Bay,Manhattan,Manhattan,3,3,2019,17,3,3,2019,18,ManhattanManhattan
280,1,4.1,15.0,3.75,0.0,22.55,yellow,credit card,Midtown East,Greenpoint,Manhattan,Brooklyn,1,3,2019,22,1,3,2019,22,ManhattanBrooklyn
281,1,1.7,10.0,2.65,0.0,15.95,yellow,credit card,Murray Hill,Greenwich Village North,Manhattan,Manhattan,0,3,2019,12,0,3,2019,12,ManhattanManhattan
282,2,0.9,6.5,1.0,0.0,11.3,yellow,credit card,Murray Hill,Penn Station/Madison Sq West,Manhattan,Manhattan,0,3,2019,20,0,3,2019,20,ManhattanManhattan
283,2,16.6,52.0,6.0,5.76,67.06,yellow,credit card,Midtown Center,JFK Airport,Manhattan,Queens,4,3,2019,11,4,3,2019,12,ManhattanQueens
284,1,1.1,7.0,3.05,0.0,13.35,yellow,credit card,Garment District,Midtown North,Manhattan,Manhattan,3,3,2019,13,3,3,2019,13,ManhattanManhattan
285,1,1.5,8.5,0.0,0.0,11.8,yellow,cash,Financial District North,TriBeCa/Civic Center,Manhattan,Manhattan,1,3,2019,7,1,3,2019,7,ManhattanManhattan
286,1,1.5,9.5,0.0,0.0,13.3,yellow,cash,West Chelsea/Hudson Yards,Garment District,Manhattan,Manhattan,5,3,2019,21,5,3,2019,21,ManhattanManhattan
287,2,2.41,9.5,3.32,0.0,16.62,yellow,credit card,Midtown Center,Yorkville West,Manhattan,Manhattan,0,3,2019,22,0,3,2019,22,ManhattanManhattan
288,1,1.5,9.0,1.0,0.0,13.8,yellow,credit card,Union Sq,Lower East Side,Manhattan,Manhattan,3,3,2019,19,3,3,2019,19,ManhattanManhattan
289,1,0.9,5.5,0.0,0.0,8.8,yellow,cash,Upper East Side South,Upper East Side North,Manhattan,Manhattan,2,3,2019,8,2,3,2019,8,ManhattanManhattan
290,1,0.77,7.0,2.06,0.0,12.36,yellow,credit card,Lincoln Square East,Clinton West,Manhattan,Manhattan,2,3,2019,15,2,3,2019,15,ManhattanManhattan
291,1,1.21,6.5,1.96,0.0,11.76,yellow,credit card,Union Sq,Greenwich Village South,Manhattan,Manhattan,5,3,2019,12,5,3,2019,12,ManhattanManhattan
292,1,2.9,15.0,3.65,0.0,21.95,yellow,credit card,Midtown North,Long Island City/Hunters Point,Manhattan,Queens,6,3,2019,17,6,3,2019,17,ManhattanQueens
293,1,2.3,12.5,3.0,0.0,19.3,yellow,credit card,Greenwich Village South,Murray Hill,Manhattan,Manhattan,4,3,2019,23,4,3,2019,23,ManhattanManhattan
294,1,1.24,6.5,0.88,0.0,8.18,yellow,credit card,Upper West Side North,Morningside Heights,Manhattan,Manhattan,4,3,2019,10,4,3,2019,10,ManhattanManhattan
295,1,3.81,16.0,0.0,0.0,19.3,yellow,cash,Battery Park City,Penn Station/Madison Sq West,Manhattan,Manhattan,0,3,2019,15,0,3,2019,16,ManhattanManhattan
296,1,0.9,11.0,2.85,0.0,17.15,yellow,credit card,Murray Hill,Sutton Place/Turtle Bay North,Manhattan,Manhattan,3,3,2019,9,3,3,2019,10,ManhattanManhattan
297,2,1.07,8.0,2.26,0.0,13.56,yellow,credit card,Lenox Hill West,Upper East Side South,Manhattan,Manhattan,1,3,2019,14,1,3,2019,15,ManhattanManhattan
298,2,8.55,26.0,7.01,5.76,42.07,yellow,credit card,Upper East Side North,LaGuardia Airport,Manhattan,Queens,0,3,2019,15,0,3,2019,15,ManhattanQueens
299,1,2.27,11.0,2.86,0.0,17.16,yellow,credit card,Flatiron,Lincoln Square East,Manhattan,Manhattan,4,3,2019,15,4,3,2019,15,ManhattanManhattan
300,2,8.02,23.0,0.0,0.0,24.3,yellow,cash,Steinway,Hillcrest/Pomonok,Queens,Queens,4,3,2019,2,4,3,2019,2,QueensQueens
301,2,1.0,6.5,0.0,0.0,9.8,yellow,cash,Lincoln Square East,Upper West Side South,Manhattan,Manhattan,1,3,2019,14,1,3,2019,15,ManhattanManhattan
302,1,17.01,52.0,0.0,5.76,65.56,yellow,cash,JFK Airport,Midtown East,Queens,Manhattan,2,3,2019,17,2,3,2019,18,QueensManhattan
303,1,5.6,19.0,0.0,0.0,22.8,yellow,credit card,Garment District,East Harlem South,Manhattan,Manhattan,2,3,2019,1,2,3,2019,1,ManhattanManhattan
304,1,1.4,7.5,0.0,0.0,11.3,yellow,cash,Upper East Side South,UN/Turtle Bay South,Manhattan,Manhattan,0,3,2019,22,0,3,2019,22,ManhattanManhattan
305,2,1.4,8.0,0.0,0.0,11.3,yellow,cash,SoHo,Meatpacking/West Village West,Manhattan,Manhattan,2,3,2019,11,2,3,2019,11,ManhattanManhattan
306,1,6.25,20.0,4.0,0.0,27.8,yellow,credit card,East Village,Bloomingdale,Manhattan,Manhattan,5,3,2019,1,5,3,2019,1,ManhattanManhattan
307,1,0.68,7.5,0.0,0.0,11.8,yellow,cash,Upper East Side South,Upper East Side South,Manhattan,Manhattan,2,3,2019,16,2,3,2019,16,ManhattanManhattan
308,5,18.76,52.0,11.71,5.76,70.27,yellow,credit card,Central Harlem,JFK Airport,Manhattan,Queens,0,3,2019,12,0,3,2019,13,ManhattanQueens
309,2,3.67,12.0,3.16,0.0,18.96,yellow,credit card,East Village,Yorkville West,Manhattan,Manhattan,4,3,2019,0,4,3,2019,0,ManhattanManhattan
310,3,1.2,7.5,2.16,0.0,12.96,yellow,credit card,Upper East Side South,Lenox Hill West,Manhattan,Manhattan,5,3,2019,14,5,3,2019,14,ManhattanManhattan
311,2,0.95,5.5,2.45,0.0,12.25,yellow,credit card,Lincoln Square East,Midtown North,Manhattan,Manhattan,4,3,2019,19,4,3,2019,19,ManhattanManhattan
312,1,1.3,13.0,3.26,0.0,19.56,yellow,credit card,Lincoln Square West,Times Sq/Theatre District,Manhattan,Manhattan,2,3,2019,8,2,3,2019,9,ManhattanManhattan
313,1,4.0,14.0,0.0,0.0,14.8,yellow,credit card,JFK Airport,Baisley Park,Queens,Queens,2,3,2019,14,2,3,2019,14,QueensQueens
314,1,18.99,50.5,10.26,0.0,61.56,yellow,credit card,JFK Airport,Brooklyn Heights,Queens,Brooklyn,6,3,2019,6,6,3,2019,6,QueensBrooklyn
315,1,1.2,8.0,1.5,0.0,13.3,yellow,credit card,Hudson Sq,Lower East Side,Manhattan,Manhattan,1,3,2019,23,2,3,2019,0,ManhattanManhattan
316,6,2.04,10.0,2.86,0.0,17.16,yellow,credit card,Midtown East,East Village,Manhattan,Manhattan,3,3,2019,19,3,3,2019,19,ManhattanManhattan
317,1,1.4,8.5,3.2,0.0,16.0,yellow,credit card,TriBeCa/Civic Center,Financial District South,Manhattan,Manhattan,1,3,2019,17,1,3,2019,18,ManhattanManhattan
318,1,0.66,7.0,0.0,0.0,10.3,yellow,cash,Midtown East,Midtown East,Manhattan,Manhattan,5,3,2019,13,5,3,2019,13,ManhattanManhattan
319,2,0.7,6.0,1.95,0.0,11.75,yellow,credit card,Lower East Side,Little Italy/NoLiTa,Manhattan,Manhattan,4,3,2019,21,4,3,2019,21,ManhattanManhattan
320,1,1.5,8.0,0.0,0.0,11.8,yellow,cash,Little Italy/NoLiTa,Gramercy,Manhattan,Manhattan,3,3,2019,23,3,3,2019,23,ManhattanManhattan
321,2,1.1,7.0,1.75,0.0,12.05,yellow,credit card,Midtown South,Greenwich Village North,Manhattan,Manhattan,5,3,2019,14,5,3,2019,14,ManhattanManhattan
322,1,0.81,7.0,2.06,0.0,12.36,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan,3,3,2019,9,3,3,2019,9,ManhattanManhattan
323,5,3.27,15.0,0.92,0.0,19.22,yellow,credit card,Kips Bay,East Chelsea,Manhattan,Manhattan,1,3,2019,9,1,3,2019,9,ManhattanManhattan
324,1,1.9,10.0,0.0,0.0,13.8,yellow,cash,Union Sq,Times Sq/Theatre District,Manhattan,Manhattan,2,3,2019,22,2,3,2019,22,ManhattanManhattan
